question_id,lesson_id,text,options,correct_answer,difficulty,explanation
q_044,lesson_001,You receive a scholarship of ₹20000 per month for studies. Is this income?,"[""Yes, it is taxable income"", ""No, it is for education"", ""Only if used for other purposes"", ""It is a loan""]",1,3,Scholarships for education are generally not considered taxable income in India.
q_045,lesson_001,You have an option to work overtime for extra pay. Should you do it?,"[""Always yes"", ""Always no"", ""Depends on your health and priorities"", ""Only if forced""]",2,5,Overtime can increase income but may affect health and work-life balance; decide based on your situation.
q_046,lesson_001,What is the first step to managing your income effectively?,"[""Invest all of it"", ""Track and understand your income sources"", ""Spend it all"", ""Hide it from others""]",1,4,"Tracking income helps you plan for saving, spending, and investing."
q_047,lesson_001,You are retired and receive a pension of ₹30000 per month. What type of income is this?,"[""Active income"", ""Passive income"", ""Portfolio income"", ""Gift income""]",1,3,Pension is passive income as it requires no active work.
q_048,lesson_001,Your income has decreased due to a job change. What should you do?,"[""Ignore it and hope for the best"", ""Adjust your expenses to match new income"", ""Take a loan"", ""Complain to your employer""]",1,6,"When income decreases, reduce expenses to avoid debt and maintain financial stability."
q_049,lesson_001,Which income source is most likely to grow with inflation?,"[""Fixed salary"", ""Fixed deposit interest"", ""Rental income"", ""Pension""]",2,7,"Rental income can be increased with inflation, unlike fixed salaries or interest."
q_050,lesson_001,You are offered a job with a lower salary but with stock options that could be valuable in future. Your current job pays well but has no growth. What should you consider?,"[""Always take higher salary"", ""Always take stock options"", ""Evaluate the company's growth potential and your risk tolerance"", ""Ask for more salary""]",2,8,"Decision depends on the company's potential, your financial needs, and risk appetite. Stock options could be worth more than salary in the long term."
q_051,lesson_002,Which of these is a 'need' rather than a 'want'?,"[""Latest smartphone"", ""Food and groceries"", ""Movie tickets"", ""Video games""]",1,1,Food and groceries are essential needs for survival while others are wants or desires.
q_052,lesson_002,Rent for your house is what type of expense?,"[""Variable expense"", ""Fixed expense"", ""Optional expense"", ""Luxury expense""]",1,1,Rent is a fixed expense because it's the same amount every month and must be paid.
q_053,lesson_002,Which expense changes from month to month?,"[""House rent"", ""Insurance premium"", ""Electricity bill"", ""Education loan EMI""]",2,1,Electricity bills vary based on usage making them variable expenses.
q_054,lesson_002,"You spend: Rent ₹8000, Groceries ₹4000, Entertainment ₹2000, Electricity ₹1500, Savings ₹5000. What percentage is considered as fixed expenses?","[""40%"", ""50%"", ""60%"", ""70%""]",0,2,Fixed expense is rent (₹8000). Total spending is ₹20500. Fixed expense percentage = 8000/20500 ≈ 40%.
q_055,lesson_002,"Your monthly expenses: Rent ₹10000, Food ₹5000, Transport ₹2000, Movies ₹1500, Gym 1000. You lost your job. Which expenses should you cut first?","[""Nothing. Just manage"", ""Transport and gym"", ""Movies and gym"", ""Food and transport""]",2,2,"Movies and gym are discretionary expenses that can be cut first. Rent, food and transport are essential."
q_056,lesson_002,Which expense combination shows good financial planning?,"[""70% needs, 20% wants, 10% savings"", ""50% needs, 30% wants, 20% savings"", ""90% needs, 5% wants, 5% savings"", ""40% needs, 50% wants, 10% savings""]",1,3,"The 50-30-20 rule is recommended: 50% needs, 30% wants, 20% savings for balanced financial health."
q_057,lesson_002,"You earn ₹40,000 and spend: Rent ₹12,000, EMI ₹8,000, Utilities ₹3,000, Food ₹6000, Entertainment ₹4000, Others ₹3,000. Your company offers accommodation. Should you take it?","[""Yes, saves ₹12,000 for investments"", ""No, loses independence"", ""Yes, but only if near office"", ""Depends on accommodation quality""]",0,3,"Company accommodation saves 30% of income (₹12,000), which can be redirected to savings/investments - a significant financial benefit."
q_058,lesson_002,"Your family income is ₹60,000. Fixed expenses ₹35,000, Variable necessities ₹15,000, Discretionary ₹5000.  Inflation increased prices 10%. What's the best adjustment?","[""Cut all expenses by 10%"", ""Increase income by 10%"", ""Reduce discretionary, optimize variables"", ""Use credit cards for gap""]",2,4,Reducing discretionary spending and optimizing variable expenses (like finding cheaper alternatives) is most practical immediate solution.
q_059,lesson_002,"You track expenses: Fixed 45%, Variable needs 25%, Wants 20%, Savings 10%. You get 20% salary hike. How should you adjust allocations?","[""Keep same percentages"", ""Increase wants to 30%"", ""Increase savings to 20-25%"", ""Reduce fixed to 40%""]",2,4,"With income increase, fixed expenses become smaller percentage. Extra income should primarily boost savings from 10% to 20-25%."
q_060,lesson_002,"As a young professional starting their career, which expense strategy builds long-term wealth?","[""Minimize all expenses, maximize savings"", ""Balance lifestyle and savings equally"", ""Focus on experiences, save later"", ""Live with parents, invest everything""]",1,4,Balanced approach maintains quality of life while building savings habits. Extreme strategies are hard to sustain long-term.
q_061,lesson_002,You want to reduce your expenses. Which category should you look at first?,"[""Rent"", ""Groceries"", ""Entertainment"", ""Transport""]",2,2,Entertainment is typically discretionary and can be reduced without affecting essential needs.
q_062,lesson_002,"Your electricity bill is usually ₹2,000 but jumped to ₹3,000 this month. What should you do?","[""Pay it without question"", ""Check for errors or unusual usage"", ""Stop using electricity"", ""Complain to neighbors""]",1,3,Sudden increases in variable expenses should be investigated for errors or changes in usage patterns.
q_063,lesson_002,"You are planning a vacation that costs ₹30,000. How should you budget for it?","[""Use credit card and pay later"", ""Save monthly for it in advance"", ""Take a personal loan"", ""Skip other expenses that month""]",1,4,Saving monthly for large expenses avoids debt and allows you to enjoy without financial stress.
q_064,lesson_002,Which expense is most likely to be unexpected?,"[""Rent"", ""Groceries"", ""Medical emergency"", ""Internet bill""]",2,3,Medical emergencies are unpredictable and can lead to significant unexpected expenses.
q_065,lesson_002,"You spend ₹5,000 per month on eating out. How can you reduce this?","[""Stop eating out completely"", ""Set a limit and cook more at home"", ""Eat out only on weekends"", ""Find cheaper restaurants""]",1,4,Setting a realistic limit and cooking at home can reduce eating out expenses without drastic measures.
q_066,lesson_002,"Your monthly income is ₹50,000. How much should you allocate to needs according to the 50/30/20 rule?","[""₹15,000"", ""₹25,000"", ""₹10,000"", ""₹5,000""]",1,2,"The 50-30-20 method allocates 50% to essential needs, 30% to discretionary expenses and 20% to savings & investments. Thus, in this case, 50% of ₹50,000 is ₹25,000 for needs like rent, food and utilities"
q_067,lesson_002,Which of these is a variable expense?,"[""Netflix subscription"", ""Mobile recharge"", ""Car loan EMI"", ""Insurance premium""]",1,2,Mobile recharge amounts can vary based on usage making it a variable expense.
q_068,lesson_002,You want to save money on groceries. What is the best strategy?,"[""Buy in bulk"", ""Always buy branded products"", ""Shop daily for fresh items"", ""Avoid buying vegetables""]",0,3,Buying in bulk can reduce per-unit cost and save money over time.
q_069,lesson_002,"Your rent is increasing from ₹10,000 to ₹12,000. What should you do?","[""Accept it without question"", ""Negotiate with landlord or consider moving"", ""Stop paying rent"", ""Cut other essential expenses""]",1,5,Negotiating or finding alternative accommodation can help manage rent increases without compromising other needs.
q_070,lesson_002,You have a habit of impulsive online shopping. How can you control this expense?,"[""Delete shopping apps"", ""Set a monthly budget for discretionary spending"", ""Use only cash"", ""Avoid internet""]",1,4,Setting a budget for discretionary spending helps control impulses without complete deprivation.
q_071,lesson_002,Which expense should be prioritized after basic needs?,"[""Vacation"", ""Debt repayment"", ""New clothes"", ""Gadgets upgrade""]",1,3,Debt repayment should be prioritized after basic needs to avoid interest costs and improve financial health.
q_072,lesson_002,"You spend ₹20,000 per month on transportation. Is this reasonable?","[""Yes, always"", ""No, never"", ""Depends on your income and location"", ""Only if you use a car""]",2,5,"Transportation costs should be evaluated based on income, distance, and alternatives available."
q_073,lesson_002,What is the advantage of tracking expenses?,"[""It wastes time"", ""It helps identify spending patterns and areas to save"", ""It increases income"", ""It guarantees wealth""]",1,3,"Tracking expenses reveals where money is going, helping you make informed decisions to save more."
q_074,lesson_002,You are invited to a wedding and expected to give a gift. How should you handle this expense?,"[""Skip the wedding"", ""Set a gift budget based on your finances"", ""Take a loan for the gift"", ""Give an expensive gift to impress""]",1,4,Set a realistic gift budget that doesn't strain your finances; it's the thought that counts.
q_075,lesson_002,Your grocery bill has increased by 20% due to inflation. What should you do?,"[""Stop buying groceries"", ""Look for discounts, buy generic brands, or reduce waste"", ""Complain to the store"", ""Only buy organic""]",1,5,"Adapt by shopping smarter, using discounts, and choosing cheaper alternatives to combat inflation."
q_076,lesson_002,Which of these is a fixed expense?,"[""Dining out"", ""Shopping"", ""Internet bill"", ""Movie tickets""]",2,2,"Internet bill is typically a fixed amount each month, unlike variable expenses."
q_077,lesson_002,You want to reduce your utility bills. What can you do?,"[""Use appliances more efficiently"", ""Stop using utilities"", ""Ignore the bills"", ""Move to a new house""]",0,4,Using energy-efficient practices can reduce bills without sacrificing comfort.
q_078,lesson_002,"Your entertainment budget is ₹5,000 per month. How can you get the most value?","[""Spend it all on one event"", ""Look for free or low-cost activities"", ""Only use it for streaming services"", ""Save it for next month""]",1,3,Exploring free or affordable entertainment options stretches your budget further.
q_079,lesson_002,"You have a medical expense of ₹10,000 not covered by insurance. How should you pay for it?","[""Use emergency fund"", ""Take a loan"", ""Skip other expenses"", ""Ask friends for money""]",0,5,Emergency funds are meant for unexpected expenses like medical bills avoiding debt.
q_080,lesson_002,Which expense category often gets overlooked but is important?,"[""Gifts and donations"", ""Savings for goals"", ""Personal development"", ""All of these""]",3,6,These categories are often neglected but crucial for holistic financial health.
q_081,lesson_002,"You spend ₹15,000 on rent, which is 50% of your income. Is this acceptable?","[""Yes, rent can be high"", ""No, it should be below 30% of income"", ""Depends on the city"", ""Only if you have no other expenses""]",2,6,"Financial experts recommend rent be below 30% of income; In major metros this might be difficult due to high rent levels. If higher than 40%, consider alternatives such as moving to lower rent areas or staying with a flatmate to share the rent."
q_082,lesson_002,"Your phone bill is ₹1,000 per month. How can you reduce it?","[""Switch to a cheaper plan"", ""Stop using the phone"", ""Use only WiFi"", ""Buy a new phone""]",0,3,Reviewing plans and switching to a cheaper option can reduce monthly bills without sacrificing connectivity.
q_083,lesson_002,You need to cut expenses by 10%. Where should you start?,"[""Essential needs"", ""Discretionary wants"", ""Savings"", ""Debt payments""]",1,4,Discretionary wants are the easiest to reduce without affecting your livelihood.
q_084,lesson_002,Which tool is best for tracking expenses?,"[""Memory"", ""Spreadsheet or app"", ""Paper notebook"", ""No tracking needed""]",1,2,Apps or spreadsheets automate tracking and provide insights easily.
q_085,lesson_002,"You receive a bonus of ₹20,000. How should you use it?","[""Spend it all on wants"", ""Save or invest most of it"", ""Give it away"", ""Keep it in cash""]",1,5,Using windfalls for savings or investments builds wealth rather than increasing spending.
q_086,lesson_002,"Your car fuel expense is ₹5,000 per month. How can you reduce it?","[""Use public transport or carpool"", ""Sell the car"", ""Drive less"", ""All of the above""]",3,4,Combining strategies like carpooling or public transport can reduce fuel costs significantly.
q_087,lesson_002,What is a sinking fund?,"[""A fund for emergencies"", ""A fund for future planned expenses"", ""A fund for investing"", ""A fund for daily expenses""]",1,4,A sinking fund is for saving gradually for large planned expenses like vacations or repairs.
q_088,lesson_002,"You spend ₹3,000 per month on coffee. What does this indicate?","[""You love coffee"", ""You might need to review discretionary spending"", ""It's essential"", ""No issue""]",1,5,Small daily expenses can add up; reviewing them can free up money for other goals.
q_089,lesson_002,"Your income is ₹40,000. How much should you save?","[""At least ₹4,000"", ""At least ₹8,000"", ""At least ₹12,000"", ""At least ₹20,000""]",1,3,"Aim to save at least 20% of income, so ₹8,000, but start with what you can."
q_090,lesson_002,Which expense is most important to budget for?,"[""Entertainment"", ""Savings"", ""Dining out"", ""Shopping""]",1,3,Savings should be budgeted as a priority to build financial security.
q_091,lesson_002,You have debt with high interest. What should you do?,"[""Ignore it"", ""Pay minimum only"", ""Prioritize paying it off quickly"", ""Take more debt""]",2,6,High-interest debt grows quickly; prioritizing repayment saves money on interest.
q_092,lesson_002,"Your gym membership is ₹2,000 per month but you rarely go. What should you do?","[""Continue paying"", ""Cancel it and find cheaper alternatives"", ""Go more often"", ""Ignore it""]",1,4,Cancel unused subscriptions to free up money for other uses.
q_093,lesson_002,"You need to buy a new laptop for ₹50,000. How should you plan for it if you are looking to avoid debt?","[""Buy it on EMI"", ""Save monthly for it"", ""Use credit card"", ""Wait for sale""]",1,5,Saving monthly avoids debt and interest costs; plan based on your savings capacity but taking on an EMI if you can manage the monthly expense is a good way to spread the cost of the laptop.
q_094,lesson_002,Which of these is a need?,"[""Designer clothes"", ""Basic healthcare"", ""Latest smartphone"", ""Vacation abroad""]",1,1,Basic healthcare is essential for well-being while others are wants.
q_095,lesson_002,"Your food delivery expense is ₹10,000 per month. How can you reduce it?","[""Cook at home more"", ""Order cheaper items"", ""Use discounts"", ""All of the above""]",3,4,Combining strategies can reduce food delivery costs significantly.
q_096,lesson_002,What is the role of an emergency fund in expenses?,"[""To cover unexpected expenses without debt"", ""To increase income"", ""To pay for wants"", ""To invest in stocks""]",0,5,Emergency funds prevent debt when unexpected expenses arise providing financial stability.
q_097,lesson_002,You want to donate to charity. How should you budget for it?,"[""Donate only when asked"", ""Set a monthly amount based on your capacity"", ""Donate all extra money"", ""Never donate""]",1,4,Budgeting for donations ensures you give without affecting your financial goals.
q_098,lesson_002,Your monthly expenses exceed your income. What is the first step?,"[""Take a loan"", ""Identify and cut discretionary spending"", ""Increase income"", ""Ignore it""]",1,6,Cutting discretionary spending is the quickest way to balance the budget without additional income.
q_099,lesson_002,Which expense category should be reviewed regularly?,"[""Fixed expenses"", ""Variable expenses"", ""All expenses"", ""Only wants""]",2,4,Reviewing all expenses regularly helps identify changes and opportunities to save.
q_100,lesson_002,You are planning to buy a house. How should you adjust your expenses?,"[""Increase savings for down payment"", ""Reduce all expenses drastically"", ""Stop saving"", ""Take a loan immediately""]",0,7,Increasing savings for a down payment reduces future loan amount and interest costs.
q_301,lesson_006,What does NBFC stand for?,"[""National Banking Finance Company"", ""Non-Banking Financial Company"", ""New Bank Finance Corporation"", ""National Board of Financial Companies""]",1,4,NBFC stands for Non-Banking Financial Company which provides financial services but cannot accept demand deposits.
q_302,lesson_006,Which feature is exclusive to banks and NOT available with NBFCs?,"[""Giving loans"", ""Current accounts"", ""Fixed deposits"", ""Gold loans""]",1,4,Only banks can offer current accounts and demand deposits. NBFCs cannot accept demand deposits.
q_303,lesson_006,Your fixed deposit in a bank is insured up to what amount?,"[""₹1 lakh"", ""₹5 lakhs"", ""₹10 lakhs"", ""No insurance""]",1,4,DICGC insurance covers bank deposits up to ₹5 lakhs per depositor per bank.
q_304,lesson_006,You need a ₹10 lakh loan quickly with minimal documentation. What is your best option?,"[""Public sector bank"", ""NBFC"", ""Private bank"", ""Cooperative bank""]",1,5,NBFCs typically offer faster processing with less documentation though at higher interest rates.
q_305,lesson_006,Why do NBFCs typically charge higher interest rates than banks on loans?,"[""They're greedy"", ""Higher operational costs and risk"", ""Government regulation"", ""Customer preference""]",1,5,NBFCs have higher borrowing costs and take more risks with lending leading to higher interest rates.
q_306,lesson_006,You are a senior citizen wanting to invest ₹20 lakhs in fixed deposits. What is the safest approach?,"[""All in one bank"", ""Split across 4 banks"", ""All in highest-rate NBFC"", ""Mix of banks and NBFCs""]",1,5,Splitting across 4 banks ensures full DICGC insurance coverage (₹5 lakhs per bank) for entire amount.
q_307,lesson_006,You are self-employed with irregular income and need a vehicle loan. A bank offers 9% but needs ITR. An NBFC offers 13% with bank statements only. What should you choose?,"[""Bank loan with arranged ITR"", ""NBFC for convenience"", ""Wait and save cash"", ""Borrow from friends""]",1,6,NBFC's flexibility for self-employed often outweighs higher rate. Cost difference may be worth the accessibility.
q_308,lesson_006,"You are comparing FD rates: A bank offers 7% with ₹5 lakh insurance, an NBFC offers 8.5% with no insurance. You want to invest ₹3 lakh. Which is better?","[""Bank for safety"", ""NBFC for returns"", ""Split equally"", ""Depends on risk appetite""]",3,6,"Since amount is within insurance limit, choice depends on individual risk tolerance vs 1.5% extra returns."
q_309,lesson_006,"During an economic downturn, what happens to NBFCs compared to banks?","[""NBFCs always fail first"", ""Banks face more pressure"", ""NBFCs face liquidity issues first"", ""No difference""]",2,6,NBFCs typically face liquidity crunches first during downturns as they depend on market borrowings unlike banks.
q_310,lesson_006,You are a young professional with good credit score comparing personal loans. When would choosing an NBFC over a bank make sense?,"[""Always choose bank"", ""Need money within 24 hours"", ""Never choose NBFC"", ""For amounts over ₹10 lakhs""]",1,6,NBFCs excel in speed of disbursement. For urgent needs their quick processing justifies slightly higher rates.
q_311,lesson_006,You need a home loan. Which typically offers lower interest rates?,"[""Banks"", ""NBFCs"", ""Both are same"", ""Depends on the borrower""]",0,4,Banks generally offer lower interest rates on home loans due to lower cost of funds.
q_312,lesson_006,You want to open a savings account. Can you do this with an NBFC?,"[""Yes"", ""No"", ""Only with some NBFCs"", ""Only if you have a loan""]",1,4,NBFCs cannot accept demand deposits so they do not offer savings accounts.
q_313,lesson_006,You are a freelancer looking for a car loan. Which institution is the most likely to provide you with a loan?,"[""Bank"", ""NBFC"", ""Both are same"", ""Credit union""]",1,4,NBFCs often have more flexible eligibility criteria making it easier for self-employed or those with irregular income.
q_314,lesson_006,You have a low credit score. Where are you more likely to get a loan?,"[""Bank"", ""NBFC"", ""Neither"", ""Both equally""]",1,5,NBFCs are more likely to lend to individuals with low credit scores but at higher interest rates.
q_315,lesson_006,Which institution is regulated by the Reserve Bank of India (RBI)?,"[""Only banks"", ""Only NBFCs"", ""Both banks and NBFCs"", ""Neither""]",2,4,Both banks and NBFCs are regulated by the RBI but under different frameworks.
